,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,0.0
590,1573.0,CHITRAPUZHA AT IRUMPANAM,KERALA,28.0,1.7,6.6,769.0,3.4,1.11,556.0,1717.0,2012,26.207667194092803
591,2295.0,R CORAPUZHA AT KANAYANKODE,KERALA,26.0,6.1,7.5,14083.0,1.4,0.25,920.0,2686.0,2012,26.207667194092803
592,1564.0,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.0,6.6,7.2,92.0,0.8,0.77,332.0,660.0,2012,26.207667194092803
593,2287.0,R ITHIKKARA AT ITHIKKARA,KERALA,25.0,6.6,7.2,1348.0,0.8,1.01,392.0,810.0,2012,26.207667194092803
594,1566.0,R KADALUNDI AT THIRURANGADY,KERALA,29.0,6.0,6.7,95.0,1.2,0.29,253.0,680.0,2012,26.207667194092803
595,2293.0,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.0,6.6,6.8,78.0,1.0,0.2,275.0,626.0,2012,26.207667194092803
596,2337.0,KADAMBAYAR AT BRAHMAPURAM,KERALA,28.0,0.6,6.7,268.0,4.1,1.28,400.0,1308.0,2012,26.207667194092803
597,2338.0,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.0,1.8,6.6,82.0,2.0,0.39,399.0,1410.0,2012,26.207667194092803
598,42.0,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,25.0,7.1,7.2,61.0,1.0,0.34,251.0,608.0,2012,26.207667194092803
599,2294.0,R KALLAI AT KALLAI BRIDGE,KERALA,26.0,3.9,7.6,30298.0,2.5,0.59,4830.0,7240.0,2012,26.207667194092803
600,3460.0,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.0,6.6,8.0,310.0,1.1,0.54,517.0,783.0,2012,26.207667194092803
601,3458.0,KARAPUZHA DAM AT WAYANAD,KERALA,27.0,7.0,7.1,97.0,0.8,0.35,45.0,77.0,2012,26.207667194092803
602,1571.0,R KARINGODE AT KAKKADAVU,KERALA,29.0,7.3,7.0,51.0,0.7,0.18,65.0,258.0,2012,26.207667194092803
603,1155.0,KARAMANA AT MOONNATTUMUKKU,KERALA,29.0,0.5,7.1,1717.0,21.2,4.41,3317.0,15833.0,2012,26.207667194092803
604,3471.0,"RIVER KARAMANA AT ARUVIKARA, THIRUVANaNTHAPURAM",KERALA,29.0,7.0,7.4,55.0,0.9,0.32,800.0,1400.0,2012,26.207667194092803
605,2289.0,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.0,6.1,6.8,67.0,1.1,0.58,80.0,394.0,2012,26.207667194092803
606,2301.0,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.0,7.0,6.7,61.0,1.3,0.28,168.0,248.0,2012,26.207667194092803
607,2291.0,KEECHERI AT VADAKKANCHERY BDG,KERALA,30.0,5.2,6.9,81.0,1.5,0.37,71.0,465.0,2012,26.207667194092803
608,2326.0,R KORAYAR AT KANJIKODE,KERALA,27.0,6.1,8.0,510.0,1.1,0.72,784.0,1572.0,2012,26.207667194092803
609,1569.0,R KUPPAM AT THALIPARAMBA,KERALA,27.0,6.5,6.9,12150.0,1.8,0.52,711.0,1481.0,2012,26.207667194092803
610,2298.0,R KUPPAM AT RAYAROM,KERALA,25.0,7.9,7.2,50.0,1.1,0.3,319.0,845.0,2012,26.207667194092803
611,1567.0,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.0,7.5,6.9,34.0,0.9,0.14,110.0,256.0,2012,26.207667194092803
612,1568.0,"R MAHE AT VALAYAM, KERALA",KERALA,26.0,7.0,7.4,72.0,1.0,0.38,496.0,897.0,2012,26.207667194092803
613,2285.0,R MAMOM AT MAMOM BRIDGE,KERALA,29.0,7.3,7.3,99.0,0.9,0.23,1088.0,1788.0,2012,26.207667194092803
614,1340.0,MANIMALA  AT KALLOOPARA,KERALA,27.0,7.5,6.9,125.0,1.6,0.45,970.0,1400.0,2012,26.207667194092803
615,1384.0,MANIMALA AT THONDRA,KERALA,27.0,6.8,6.9,116.0,1.7,0.4,825.0,1260.0,2012,26.207667194092803
616,3459.0,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,27.0,5.8,7.3,107.0,0.9,0.88,232.0,343.0,2012,26.207667194092803
617,2307.0,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.0,7.1,7.2,85.0,0.8,0.31,67.0,184.0,2012,26.207667194092803
618,1339.0,MEENACHIL AT KIDANGOOR,KERALA,26.0,6.8,7.1,58.0,0.7,0.46,2010.0,3460.0,2012,26.207667194092803
619,2304.0,R MOGRAL AT MOGRAL BR.,KERALA,29.0,5.7,7.3,13197.0,1.5,0.35,46.0,144.0,2012,26.207667194092803
620,43.0,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,27.0,6.7,7.1,58.0,1.2,0.39,964.0,1739.0,2012,26.207667194092803
621,2302.0,NEELASWARAM AT NAMBIARKAL ,KERALA,28.0,7.0,6.9,3453.0,0.9,0.17,56.0,278.0,2012,26.207667194092803
622,1570.0,R NEELESWARAM AT HOSDURG,KERALA,29.0,6.5,7.0,14369.0,1.3,0.27,63.0,175.0,2012,26.207667194092803
623,1563.0,R NEYYAR AT AMARAVILA,KERALA,28.0,6.6,7.3,70.0,1.4,0.39,838.0,1875.0,2012,26.207667194092803
624,2284.0,R NEYYAR AT ARUVIPURAM,KERALA,29.0,7.0,7.3,60.0,0.8,0.18,631.0,1813.0,2012,26.207667194092803
625,2288.0,R PALLICKAL AT NELLIMUKAL,KERALA,26.0,6.3,7.2,97.0,0.8,0.56,357.0,880.0,2012,26.207667194092803
626,1156.0,PAMBA AT CHENGANNUR,KERALA,28.0,6.0,7.0,63.0,1.1,1.04,243.0,493.0,2012,26.207667194092803
627,1341.0,PAMBA AT THAKAZHY,KERALA,28.0,4.4,7.1,113.0,1.5,1.17,358.0,722.0,2012,26.207667194092803
628,1565.0,PAMBA DOWN,KERALA,28.0,4.5,7.2,79.0,1.0,1.04,279.0,537.0,2012,26.207667194092803
629,17.0,PERIYAR NEAR ALWAYENaNELOOR,KERALA,28.0,5.1,6.9,1789.0,2.1,0.68,408.0,1946.0,2012,26.207667194092803
630,18.0,PERIYAR AT KALADY,KERALA,27.0,7.5,7.2,36.0,1.1,0.27,282.0,1134.0,2012,26.207667194092803
631,1338.0,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,28.0,6.8,7.0,59.0,1.3,0.32,648.0,2267.0,2012,26.207667194092803
632,2333.0,PERIYAR AT MUPPATHADAM,KERALA,28.0,6.8,6.9,114.0,1.4,0.23,388.0,1785.0,2012,26.207667194092803
633,2334.0,RIVER PERIYAR AT PATHALAM,KERALA,28.0,5.9,6.8,1108.0,2.2,0.62,386.0,1520.0,2012,26.207667194092803
634,2335.0,R PERIYAR AT KALAMASSERY,KERALA,28.0,4.9,6.7,88.0,2.2,0.28,480.0,2200.0,2012,26.207667194092803
635,2336.0,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.0,6.8,6.9,1686.0,1.4,0.25,236.0,1223.0,2012,26.207667194092803
636,3468.0,"PERIYAR AT KWA INTAKENaN ALUVA, ERNAKULAM",KERALA,28.0,7.1,6.9,45.0,1.2,0.29,451.0,1636.0,2012,26.207667194092803
637,2300.0,PERUVAMBA AT CHANDAPPURA,KERALA,26.0,6.9,6.6,56.0,1.1,0.3,177.0,542.0,2012,26.207667194092803
638,2303.0,R PULLUR AT PULLUR BR.,KERALA,28.0,6.5,6.3,49.0,1.0,0.22,87.0,323.0,2012,26.207667194092803
639,2290.0,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.0,4.9,6.6,169.0,2.1,0.76,250.0,1241.0,2012,26.207667194092803
640,2299.0,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.0,4.2,6.5,19575.0,1.4,0.39,210.0,528.0,2012,26.207667194092803
641,2305.0,R SHRIYA AT ANGADIMOGARU,KERALA,28.0,6.9,7.1,63.0,0.9,0.16,152.0,336.0,2012,26.207667194092803
642,2296.0,THALLASSERY AT PATHIPPALAM,KERALA,26.0,6.6,6.7,69.0,0.8,0.38,185.0,464.0,2012,26.207667194092803
643,2292.0,THIRUR AT THALAKKADATHUR BDG,KERALA,29.0,4.5,6.6,6381.0,2.1,0.34,196.0,435.0,2012,26.207667194092803
644,2306.0,R UPPALA AT  UPPALA BR.,KERALA,29.0,6.2,7.2,9326.0,1.3,0.22,61.0,141.0,2012,26.207667194092803
645,3473.0,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.0,6.6,7.1,15158.0,1.1,0.26,126.0,810.0,2012,26.207667194092803
646,1442.0,VAMANAPURAM,KERALA,29.0,6.3,7.3,74.0,1.2,0.29,725.0,1813.0,2012,26.207667194092803
647,1448.0,NAGAVALLI AT THOTAPALLI REGULATOR,ANDHRA PRADESH,27.0,6.0,7.6,429.0,1.1,1.1,3.0,362.0,2012,26.207667194092803
648,2352.0,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,27.0,6.0,7.8,308.0,1.1,1.47,3.0,343.0,2012,26.207667194092803
649,3080.0,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,20.0,5.8,7.4,505.0,0.6,0.73,4.0,1517.0,2012,26.207667194092803
650,3081.0,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,24.0,6.1,7.5,465.0,0.5,0.34,4.0,1458.0,2012,26.207667194092803
651,1444.0,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,28.0,6.4,7.1,183.0,2.3,0.62,209.0,398.0,2012,26.207667194092803
652,2780.0,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,27.0,7.1,7.4,135.0,1.9,0.72,419.0,995.0,2012,26.207667194092803
653,1894.0,KUMARADHARA NaN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,32.0,6.7,7.2,103.0,1.0,0.0,11.0,70.0,2012,26.207667194092803
654,1892.0,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,30.0,6.8,7.1,106.0,1.0,0.0,13.0,137.0,2012,26.207667194092803
655,2423.0,"BUDHABALANGA, D/S OF BARIPADA",ORISSA,22.0,7.8,7.9,213.0,1.5,0.35,7742.0,15083.0,2012,26.207667194092803
656,2424.0,BUDHABALANGA AT BALASORE D/S,ORISSA,22.0,7.7,8.1,312.0,2.0,0.75,12675.0,32017.0,2012,26.207667194092803
657,2425.0,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,24.0,6.9,7.6,99.0,1.6,1.39,3066.0,5395.0,2012,26.207667194092803
658,2422.0,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,27.0,7.3,8.0,230.0,1.6,0.69,2346.0,4348.0,2012,26.207667194092803
659,1642.0,NAGAVALLI AT JAYKAYPUR D/S,ORISSA,26.0,6.8,8.1,264.0,2.6,1.16,2428.0,5142.0,2012,26.207667194092803
660,1643.0,NAGAVALLI AT RAYAGADA D/S,ORISSA,25.0,7.2,8.1,272.0,3.1,1.46,2196.0,4586.0,2012,26.207667194092803
661,1455.0,RUSHIKULYA AT GANJAM U/S,ORISSA,28.0,8.0,8.3,312.0,1.4,0.73,1618.0,4319.0,2012,26.207667194092803
662,1456.0,RUSHIKULYA AT GANJAM D/S,ORISSA,29.0,8.2,8.0,19595.0,2.0,0.94,624.0,1116.0,2012,26.207667194092803
663,2426.0,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26.0,7.0,8.0,199.0,1.8,1.11,1503.0,3573.0,2012,26.207667194092803
664,2427.0,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28.0,7.2,8.1,201.0,1.6,0.36,1239.0,2324.0,2012,26.207667194092803
665,1685.0,ARASALAR RIVER KARAIKAL REGION,PONDICHERRY,31.0,6.8,7.8,505.0,2.1,0.02,0.0,0.0,2012,26.207667194092803
666,2444.0,CORINGA RIVER,PONDICHERRY,25.0,6.5,7.9,11170.0,3.0,0.3,0.0,0.0,2012,26.207667194092803
667,2442.0,GAUTAMINaNGODAVARI RIVER,PONDICHERRY,25.0,6.9,7.4,4990.0,3.0,0.37,0.0,0.0,2012,26.207667194092803
668,2443.0,GAUTAMINaNGODAVARI RIVER,PONDICHERRY,25.0,6.8,8.1,1516.0,0.0,0.28,0.0,0.0,2012,26.207667194092803
669,2445.0,MAHE RIVER,PONDICHERRY,26.0,6.0,7.3,44600.0,0.0,0.23,0.0,0.0,2012,26.207667194092803
670,1450.0,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,TAMILNADU,27.0,6.8,7.5,890.0,2.1,0.51,274.0,589.0,2012,26.207667194092803
671,1159.0,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMILNADU,23.0,7.3,7.6,160.0,1.9,0.06,32.0,89.0,2012,26.207667194092803
672,1160.0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,25.0,7.0,7.7,111.0,2.2,0.08,53.0,131.0,2012,26.207667194092803
673,1161.0,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",TAMILNADU,26.0,6.7,7.7,139.0,3.1,0.22,123.0,300.0,2012,26.207667194092803
674,1162.0,TAMBIRAPARANI AT MURAPPANADU,TAMILNADU,29.0,7.2,7.2,288.0,2.1,0.14,33.0,91.0,2012,26.207667194092803
675,1328.0,TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU,24.0,7.0,7.1,95.0,1.9,0.08,47.0,118.0,2012,26.207667194092803
676,1329.0,TAMBIRAPARANI AT RAIL BDG. ,TAMILNADU,24.0,7.0,7.5,84.0,1.7,0.06,32.0,87.0,2012,26.207667194092803
677,1330.0,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,29.0,7.4,7.0,3101.0,15.6,0.15,76.0,174.0,2012,26.207667194092803
678,3025.0,"TAMBIRAPARANI AT ERAL, THOTHUKUDI",TAMILNADU,29.0,7.2,7.3,510.0,2.9,0.08,46.0,123.0,2012,26.207667194092803
679,3026.0,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNADU,24.0,7.1,7.4,88.0,1.8,0.07,34.0,90.0,2012,26.207667194092803
680,3027.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMILNADU,29.0,7.2,6.9,338.0,3.8,0.07,44.0,104.0,2012,26.207667194092803
681,3028.0,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNADU,26.0,6.7,7.6,162.0,3.3,0.16,90.0,249.0,2012,26.207667194092803
682,3029.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.0,6.7,7.6,182.0,4.1,0.15,92.0,251.0,2012,26.207667194092803
683,3023.0,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNADU,32.0,0.2,7.2,2219.0,185.8,1.75,180000000.0,300000000.0,2012,26.207667194092803
684,1885.0,GHAGGAR AT D/S OF SURAJPUR,HARYANA,0.0,6.8,8.0,414.0,3.1,0.88,0.0,0.0,2012,26.207667194092803
685,1023.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.0,5.5,7.4,635.0,8.8,5.08,1400.0,5500.0,2012,26.207667194092803
686,1024.0,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1051.0,25.0,6.8,32000.0,63000.0,2012,26.207667194092803
687,1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.0,5.3,7.3,636.0,9.9,5.0,2150.0,10000.0,2012,26.207667194092803
688,1473.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,24.0,5.1,7.4,993.0,21.9,6.63,36250.0,57750.0,2012,26.207667194092803
689,1698.0,GHAGGAR AT D/S CHHATBIR,PUNJAB,21.0,5.3,7.5,632.0,13.5,5.08,20000.0,34750.0,2012,26.207667194092803
690,1699.0,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,18.0,4.9,7.4,973.0,17.5,4.77,22000.0,40667.0,2012,26.207667194092803
691,1700.0,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.0,4.3,7.5,1156.0,24.5,7.65,33750.0,65000.0,2012,26.207667194092803
692,1701.0,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.0,4.8,7.4,904.0,26.0,8.6,31750.0,55000.0,2012,26.207667194092803
693,1702.0,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21.0,5.1,7.4,1110.0,16.0,14.85,3475.0,12000.0,2012,26.207667194092803
694,1703.0,GHAGGAR AT MOONAK,PUNJAB,24.0,5.3,7.4,1290.0,26.9,8.1,36250.0,66250.0,2012,26.207667194092803
695,1704.0,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.0,4.9,7.4,990.0,27.8,6.78,19000.0,40500.0,2012,26.207667194092803
696,1705.0,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.0,5.2,7.4,914.0,20.5,6.18,14750.0,29500.0,2012,26.207667194092803
697,1025.0,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANA,0.0,6.4,7.9,1808.0,21.0,5.9,0.0,0.0,2012,26.207667194092803
698,1026.0,GHAGGAR GHNaN2 AT CHANDARPUR ,HARYANA,0.0,6.6,7.8,1302.0,18.0,0.0,0.0,0.0,2012,26.207667194092803
699,1887.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL ,HARYANA,0.0,6.4,8.0,1286.0,19.5,0.0,0.0,0.0,2012,26.207667194092803
700,1718.0,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,33.0,4.8,7.5,280.0,2.4,0.72,3.0,4.0,2012,26.207667194092803
701,1871.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,20.0,7.7,7.4,344.0,1.2,0.37,9.0,19.0,2012,26.207667194092803
702,2624.0,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.0,7.3,7.0,310.0,1.4,0.38,13.0,22.0,2012,26.207667194092803
703,2625.0,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.0,7.1,7.7,303.0,1.5,0.34,13.0,23.0,2012,26.207667194092803
704,1884.0,KALA AMB D/S MARKANDA RIVER,HARYANA,20.0,3.3,7.5,1630.0,185.0,1.75,0.0,0.0,2012,26.207667194092803
705,1870.0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,18.0,6.2,7.5,788.0,41.5,4.08,105.0,235.0,2012,26.207667194092803
706,2947.0,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,24.0,6.0,8.3,468.0,1.4,0.43,5.0,16.0,2012,26.207667194092803
707,1717.0,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.0,5.9,7.3,234.0,1.5,0.36,4.0,12.0,2012,26.207667194092803
708,2948.0,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23.0,6.4,8.0,527.0,1.2,0.35,5.0,21.0,2012,26.207667194092803
709,2949.0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,24.0,5.9,7.9,796.0,1.5,0.48,4.0,14.0,2012,26.207667194092803
710,3305.0,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,23.0,7.3,7.4,388.0,2.1,0.58,0.0,46.0,2012,26.207667194092803
711,2869.0,BARAK RIVER AT SENAPATI DISTT,MANIPUR,28.0,8.5,7.5,166.0,2.7,0.0,0.0,31.0,2012,26.207667194092803
712,2838.0,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29.0,8.9,7.0,125.0,1.9,0.0,0.0,45.0,2012,26.207667194092803
713,2868.0,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.0,8.0,7.8,144.0,2.1,0.0,0.0,51.0,2012,26.207667194092803
714,1424.0,IMPHAL AT MAHABALI,MANIPUR,30.0,7.5,7.7,87.0,1.2,0.0,0.0,54.0,2012,26.207667194092803
715,1457.0,IMPHAL AT KOIRENGEI,MANIPUR,28.0,8.5,7.6,84.0,2.0,0.0,0.0,16.0,2012,26.207667194092803
716,1627.0,IMPHAL AT KYAMGEI,MANIPUR,29.0,8.4,7.5,103.0,1.9,0.0,0.0,75.0,2012,26.207667194092803
717,1628.0,IMPHAL AT MINUTHONG,MANIPUR,30.0,8.7,7.2,117.0,3.2,0.0,0.0,52.0,2012,26.207667194092803
718,2861.0,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.0,6.5,7.7,287.0,8.2,0.0,0.0,114.0,2012,26.207667194092803
719,2862.0,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28.0,8.6,7.5,130.0,4.6,0.0,0.0,39.0,2012,26.207667194092803
720,2864.0,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.0,8.9,7.5,109.0,1.2,0.0,0.0,33.0,2012,26.207667194092803
721,2874.0,IRANG RIVER AT TAMENGLONG ,MANIPUR,30.0,9.8,8.4,246.0,1.2,0.0,0.0,10.0,2012,26.207667194092803
722,1458.0,IRIL AT PORAMPET,MANIPUR,28.0,7.6,7.5,147.0,1.3,0.0,0.0,30.0,2012,26.207667194092803
723,1624.0,IRIL AT LILONG,MANIPUR,29.0,8.7,7.6,202.0,1.2,0.0,0.0,60.0,2012,26.207667194092803
724,2863.0,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28.0,8.4,7.4,177.0,2.4,0.0,0.0,48.0,2012,26.207667194092803
725,2873.0,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29.0,8.7,7.6,203.0,2.5,0.0,0.0,59.0,2012,26.207667194092803
726,2865.0,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32.0,8.2,7.4,120.0,1.9,0.0,0.0,46.0,2012,26.207667194092803
727,2866.0,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32.0,8.0,7.2,110.0,1.4,0.0,0.0,80.0,2012,26.207667194092803
728,1925.0,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30.0,8.4,7.6,213.0,1.5,0.0,0.0,20.0,2012,26.207667194092803
729,2877.0,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29.0,9.4,7.8,174.0,1.0,0.0,0.0,16.0,2012,26.207667194092803
730,1926.0,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31.0,8.1,8.0,244.0,2.4,0.0,0.0,73.0,2012,26.207667194092803
731,2878.0,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29.0,8.1,8.0,162.0,1.8,0.0,0.0,26.0,2012,26.207667194092803
732,2867.0,MAHA RIVER AT CHANDEL,MANIPUR,30.0,8.7,7.6,163.0,2.6,0.0,0.0,24.0,2012,26.207667194092803
733,2852.0,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29.0,8.7,7.6,143.0,1.9,0.0,0.0,58.0,2012,26.207667194092803
734,2857.0,MANIPUR RIVER AT THOUBAL,MANIPUR,30.0,9.2,7.6,208.0,1.9,0.0,0.0,30.0,2012,26.207667194092803
735,2879.0,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29.0,8.3,7.7,158.0,2.0,0.0,0.0,48.0,2012,26.207667194092803
736,1625.0,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.0,5.9,7.1,338.0,6.6,0.0,0.0,522.0,2012,26.207667194092803
737,1626.0,NAMBUL AT HEIRANGOITHONG,MANIPUR,30.0,4.3,7.4,269.0,12.3,0.0,0.0,412.0,2012,26.207667194092803
738,2858.0,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29.0,8.2,7.1,109.0,3.3,0.0,0.0,12.0,2012,26.207667194092803
739,2859.0,"SINGDA DAM AT NAMBUL, IMPHAL WEST",MANIPUR,28.0,11.1,7.6,131.0,3.6,0.0,0.0,32.0,2012,26.207667194092803
740,2860.0,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29.0,7.4,7.1,116.0,2.7,0.0,0.0,55.0,2012,26.207667194092803
741,2880.0,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.0,8.2,7.6,112.0,2.1,0.0,0.0,31.0,2012,26.207667194092803
742,1927.0,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29.0,8.5,7.5,169.0,3.6,0.0,0.0,41.0,2012,26.207667194092803
743,2853.0,"MAPITHEL DAM ON THOUBAL, THOUBAL",MANIPUR,28.0,11.4,7.2,128.0,1.0,0.0,0.0,20.0,2012,26.207667194092803
744,2854.0,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29.0,8.9,7.6,221.0,1.7,0.0,0.0,30.0,2012,26.207667194092803
745,2856.0,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30.0,9.3,7.6,193.0,2.3,0.0,0.0,41.0,2012,26.207667194092803
746,2870.0,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28.0,9.1,7.3,217.0,3.9,0.0,0.0,67.0,2012,26.207667194092803
747,2871.0,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28.0,7.9,7.3,131.0,0.8,0.0,0.0,38.0,2012,26.207667194092803
748,2872.0,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29.0,8.7,7.4,176.0,2.2,0.0,0.0,36.0,2012,26.207667194092803
749,2855.0,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.0,8.1,7.3,199.0,2.2,0.0,0.0,56.0,2012,26.207667194092803
750,2876.0,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30.0,8.2,7.4,170.0,2.2,0.0,0.0,39.0,2012,26.207667194092803
751,3383.0,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.0,7.7,7.2,95.0,1.8,2.67,22.0,50.0,2012,26.207667194092803
752,3384.0,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.0,7.6,7.2,92.0,2.5,2.41,20.0,45.0,2012,26.207667194092803
753,3380.0,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.0,9.9,7.2,65.0,1.5,2.31,21.0,55.0,2012,26.207667194092803
754,1632.0,GANOL RIVER TURA,MEGHALAYA,24.0,7.6,7.4,93.0,2.1,2.89,276.0,408.0,2012,26.207667194092803
755,1428.0,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,22.0,5.5,2.9,568.0,6.8,1.12,18.0,33.0,2012,26.207667194092803
756,3369.0,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16.0,7.6,7.0,42.0,1.3,3.01,11.0,27.0,2012,26.207667194092803
